Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Hernández,LEE,MID,5.8,0.4%,0.7,4.0,87.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.6,17.4,34.0,6.1,0.7,0.0,0.1,0.7,1.3,14290.0,110553.0,-2.0,2.0,3,0.0,0.7,0.7,0.09,0.92,0.13,0.72,0.72,0.1,0.82,0.82,0.95,0.13,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Shackleton,LEE,MID,4.8,0.0%,1.0,4.0,78.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.2,16.9,6.0,3.4,1.0,0.0,0.2,0.8,2.0,940.0,2529.0,-2.0,2.0,2,0.0,0.0,0.0,0.02,1.14,1.14,0.0,0.0,0.03,0.03,0.03,1.33,1.33,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Davis,LEE,DEF,4.0,1.4%,0.3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.3,0.0,0.1,0.2,1.0,39331.0,52663.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.75,1.75,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Callum Robinson,WBA,FWD,5.5,0.8%,2.0,22.0,317.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,77.4,40.3,58.0,17.3,2.0,1.0,0.4,4.0,3.7,103759.0,75892.0,0.0,0.0,6,2.0,0.18,0.18,0.15,0.49,0.16,0.05,0.05,0.04,0.09,0.09,0.14,0.05,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Johnstone,WBA,GKP,4.5,0.9%,5.7,22.0,540.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,121.0,180.0,0.0,0.0,18.0,5.7,0.0,1.3,4.9,3.7,38877.0,32461.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.01,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Pereira,WBA,MID,6.0,2.7%,2.3,24.0,517.0,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,119.2,149.6,89.0,35.8,2.3,0.0,0.4,4.0,4.0,198534.0,209649.0,0.0,0.0,6,1.0,0.44,0.44,0.49,0.8,0.34,0.08,0.08,0.08,0.16,0.16,0.14,0.06,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Livermore,WBA,MID,4.8,0.1%,1.0,9.0,512.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,52.0,26.7,21.0,9.9,1.0,0.0,0.2,1.9,1.5,3374.0,8604.0,-2.0,2.0,6,0.0,0.16,0.16,0.09,0.4,0.3,0.03,0.03,0.01,0.04,0.04,0.07,0.05,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Diangana,WBA,MID,5.5,0.6%,2.3,18.0,475.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,86.4,68.5,84.0,23.9,2.3,0.0,0.4,3.3,3.0,39744.0,42701.0,0.0,0.0,6,1.0,0.45,0.45,0.09,0.77,0.47,0.08,0.08,0.02,0.1,0.1,0.14,0.09,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Ajayi,WBA,DEF,4.8,0.2%,1.0,4.0,450.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,55.4,1.4,2.0,5.9,1.0,0.0,0.2,0.8,0.8,3667.0,15555.0,-2.0,2.0,5,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Furlong,WBA,DEF,4.5,0.1%,3.0,14.0,428.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,69.0,75.6,60.8,50.0,18.7,3.0,0.0,0.7,3.1,2.8,5857.0,5563.0,0.0,0.0,5,0.0,0.16,0.16,0.66,0.42,0.24,0.03,0.03,0.14,0.17,0.17,0.09,0.05,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Bartley,WBA,DEF,4.5,0.2%,0.3,9.0,360.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.2,0.5,35.0,13.5,0.3,0.0,0.1,2.0,2.2,10629.0,10203.0,0.0,0.0,4,1.0,0.52,0.52,0.0,0.21,0.21,0.13,0.13,0.0,0.13,0.13,0.05,0.05,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Townsend,WBA,DEF,4.5,0.1%,4.0,13.0,360.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,64.6,50.3,27.0,14.2,4.0,0.0,0.9,2.9,3.2,3767.0,3534.0,0.0,0.0,4,0.0,0.01,0.01,0.19,0.31,0.16,0.0,0.0,0.05,0.05,0.05,0.08,0.04,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
O'Shea,WBA,DEF,4.4,0.2%,0.3,3.0,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,77.2,11.9,18.0,10.7,0.3,0.0,0.1,0.7,0.8,3373.0,11763.0,-1.0,1.0,4,0.0,0.03,0.03,0.02,0.34,0.33,0.01,0.01,0.0,0.01,0.01,0.09,0.08,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Sawyers,WBA,MID,4.9,0.0%,1.0,9.0,306.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.8,26.6,2.0,6.3,1.0,0.0,0.2,1.8,1.8,871.0,2427.0,-1.0,1.0,5,0.0,0.06,0.06,0.15,0.37,0.35,0.02,0.02,0.04,0.06,0.06,0.11,0.1,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Ivanovic,WBA,DEF,4.5,0.1%,2.7,8.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,35.2,0.5,57.0,9.3,2.7,0.0,0.6,1.8,4.0,9399.0,4067.0,0.0,0.0,2,0.0,0.36,0.36,0.0,0.21,0.21,0.18,0.18,0.0,0.18,0.18,0.1,0.1,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Grant,WBA,FWD,6.0,0.0%,5.5,11.0,155.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,39.8,23.2,37.0,10.0,5.5,0.0,0.9,1.8,5.5,1711.0,240.0,0.0,0.0,2,1.0,0.11,0.11,0.15,0.13,0.05,0.06,0.06,0.08,0.15,0.15,0.07,0.03,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Gibbs,WBA,DEF,4.4,0.3%,0.0,-3.0,135.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,7.4,13.2,2.0,2.3,0.0,0.0,0.0,-0.7,-1.5,4321.0,38668.0,-1.0,1.0,2,0.0,0.0,0.0,0.02,0.31,0.29,0.0,0.0,0.01,0.01,0.01,0.2,0.19,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Edwards,WBA,MID,4.9,0.0%,0.7,4.0,113.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.8,12.0,39.0,6.3,0.7,0.0,0.1,0.8,1.0,433.0,1621.0,-1.0,1.0,4,0.0,0.12,0.12,0.02,0.19,0.05,0.1,0.1,0.02,0.12,0.12,0.16,0.04,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Robson-Kanu,WBA,FWD,5.3,0.1%,0.3,3.0,84.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.2,10.7,16.0,3.4,0.3,0.0,0.1,0.6,1.0,6615.0,26779.0,-2.0,2.0,3,0.0,0.08,0.08,0.03,0.11,0.03,0.09,0.09,0.03,0.12,0.12,0.12,0.03,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Field,WBA,MID,4.8,0.0%,0.3,3.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.5,0.0,2.0,0.3,0.0,0.1,0.6,1.0,356.0,1384.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Phillips,WBA,MID,5.2,0.1%,0.3,3.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.6,0.9,10.0,1.5,0.3,0.0,0.1,0.6,0.8,1442.0,7041.0,-3.0,3.0,4,0.0,0.02,0.02,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.0,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Harper,WBA,MID,4.4,0.5%,0.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,1.8,0.0,0.4,0.0,0.0,0.0,0.2,1.0,20522.0,27657.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Hegazi,WBA,DEF,4.3,0.4%,2.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.6,0.3,0.0,2.0,2.0,0.0,0.5,1.4,6.0,11713.0,64244.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.18,17,6,0,3,3.0,6.0,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23.0,33.0,2.92
Joelinton,NEW,FWD,5.8,0.2%,1.3,7.0,296.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,40.2,45.4,33.0,11.9,1.3,0.0,0.2,1.2,1.2,5433.0,21673.0,-2.0,2.0,6,0.0,0.06,0.06,0.15,0.66,0.44,0.02,0.02,0.05,0.07,0.07,0.2,0.14,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Sean Longstaff,NEW,MID,4.8,0.1%,0.7,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.9,1.0,0.3,0.7,0.0,0.1,0.6,1.0,1500.0,5573.0,-2.0,2.0,3,0.0,0.03,0.03,0.0,0.17,0.14,0.24,0.24,0.0,0.24,0.24,1.25,1.01,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Darlow,NEW,GKP,5.0,1.6%,4.3,30.0,540.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,31.0,4.0,148.0,234.0,0.0,0.0,23.5,4.3,0.0,0.9,6.0,5.0,125969.0,65019.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.06,0.06,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Fernández,NEW,DEF,4.9,1.0%,1.3,13.0,540.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,133.4,12.2,4.0,14.9,1.3,0.0,0.3,2.7,2.2,22846.0,58057.0,-1.0,1.0,6,0.0,0.0,0.0,0.03,0.39,0.39,0.0,0.0,0.01,0.01,0.01,0.06,0.06,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Wilson,NEW,FWD,6.5,13.1%,7.7,41.0,534.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,140.0,162.4,73.2,214.0,44.7,7.7,1.0,1.2,6.3,6.8,981902.0,775409.0,0.0,0.0,6,2.0,4.47,2.95,0.41,3.62,0.29,0.75,0.49,0.07,0.82,0.56,0.61,0.05,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Hendrick,NEW,MID,5.0,3.5%,2.0,24.0,520.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.0,101.6,20.6,38.0,15.8,2.0,1.0,0.4,4.8,4.0,432603.0,300086.0,0.0,0.0,6,1.0,0.32,0.32,0.79,1.88,0.79,0.05,0.05,0.13,0.19,0.19,0.32,0.14,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Lewis,NEW,DEF,4.4,2.2%,1.0,10.0,471.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,60.0,62.2,70.8,6.0,13.8,1.0,0.0,0.2,2.3,1.7,202703.0,180096.0,-1.0,1.0,6,0.0,0.0,0.0,0.22,1.45,1.25,0.0,0.0,0.04,0.04,0.04,0.28,0.24,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Lascelles,NEW,DEF,4.4,2.2%,0.7,10.0,447.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,87.0,1.9,4.0,9.3,0.7,0.0,0.2,2.3,2.0,67986.0,162919.0,-1.0,1.0,5,0.0,0.01,0.01,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.09,0.09,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Shelvey,NEW,MID,5.4,0.2%,1.3,9.0,431.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,62.8,91.9,72.0,22.7,1.3,0.0,0.2,1.7,1.8,6295.0,16421.0,-1.0,1.0,5,0.0,0.43,0.43,0.5,1.04,0.66,0.09,0.09,0.1,0.19,0.19,0.21,0.14,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Hayden,NEW,MID,4.8,0.1%,1.0,8.0,408.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,54.6,27.8,23.0,10.6,1.0,0.0,0.2,1.7,1.6,2008.0,5335.0,-2.0,2.0,5,0.0,0.03,0.03,0.03,1.29,1.25,0.01,0.01,0.01,0.01,0.01,0.28,0.27,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Saint-Maximin,NEW,MID,5.3,7.1%,5.7,21.0,346.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,100.0,79.2,50.0,23.0,5.7,0.0,1.1,4.0,4.2,217048.0,1157913.0,-2.0,2.0,5,1.0,0.14,0.14,1.25,2.13,0.78,0.04,0.04,0.32,0.35,0.35,0.54,0.2,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Manquillo,NEW,DEF,4.5,0.4%,0.3,9.0,305.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,37.0,29.4,14.0,8.0,0.3,0.0,0.1,2.0,2.2,13095.0,17964.0,0.0,0.0,4,0.0,0.02,0.02,0.04,0.33,0.26,0.01,0.01,0.01,0.02,0.02,0.1,0.08,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Almirón,NEW,MID,5.8,0.5%,0.7,9.0,218.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,71.2,80.3,56.0,20.7,0.7,0.0,0.1,1.6,1.8,15914.0,55901.0,-2.0,2.0,5,0.0,0.27,0.27,0.66,0.9,0.12,0.11,0.11,0.28,0.39,0.39,0.38,0.05,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Schär,NEW,DEF,4.9,0.0%,1.0,3.0,185.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.6,1.3,1.0,2.9,1.0,0.0,0.2,0.6,1.0,1506.0,1772.0,-1.0,1.0,3,0.0,0.02,0.02,0.0,0.11,0.09,0.01,0.01,0.0,0.01,0.01,0.05,0.04,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Krafth,NEW,DEF,4.4,0.1%,1.3,4.0,180.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.2,26.9,2.0,6.9,1.3,0.0,0.3,0.9,2.0,1298.0,3646.0,-1.0,1.0,2,0.0,0.0,0.0,0.08,1.03,0.95,0.0,0.0,0.04,0.04,0.04,0.52,0.47,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Fraser,NEW,MID,5.8,0.3%,2.7,9.0,169.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,4.5,7.0,2.0,2.7,0.0,0.5,1.6,2.2,11445.0,60829.0,-2.0,2.0,4,0.0,0.03,0.03,0.0,0.08,0.05,0.01,0.01,0.0,0.01,0.01,0.04,0.03,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Carroll,NEW,FWD,5.3,0.4%,0.3,8.0,147.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.2,16.4,72.0,9.8,0.3,0.0,0.1,1.5,2.0,41754.0,54196.0,-2.0,2.0,4,0.0,0.26,0.26,0.02,0.38,0.14,0.15,0.15,0.01,0.17,0.17,0.23,0.08,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Murphy,NEW,MID,4.9,0.0%,3.0,10.0,106.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,51.4,15.7,7.0,7.4,3.0,1.0,0.6,2.0,5.0,1463.0,2145.0,-1.0,1.0,2,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.1,0.1,0.05,0.05,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Ritchie,NEW,MID,4.9,0.0%,0.0,2.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.6,23.3,18.0,5.3,0.0,0.0,0.0,0.4,2.0,1191.0,6266.0,-1.0,1.0,1,0.0,0.04,0.04,0.04,0.09,0.05,0.05,0.05,0.05,0.1,0.1,0.11,0.07,14,6,2,2,2.0,8.0,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28.0,41.0,6.35
Jack Robinson,SHU,DEF,4.4,0.2%,2.0,8.0,251.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,4.6,17.0,5.6,2.0,0.0,0.5,1.8,2.7,7260.0,8869.0,-1.0,1.0,3,0.0,0.55,0.55,0.0,0.55,0.55,0.2,0.2,0.0,0.2,0.2,0.2,0.2,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Ramsdale,SHU,GKP,4.9,3.5%,2.3,14.0,540.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,93.0,139.6,10.0,2.0,15.2,2.3,0.0,0.5,2.9,2.3,52064.0,290256.0,-1.0,1.0,6,0.0,0.0,0.0,0.05,0.48,0.42,0.0,0.0,0.01,0.01,0.01,0.08,0.07,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Stevens,SHU,DEF,5.3,2.3%,1.0,8.0,540.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,112.4,29.1,53.0,19.6,1.0,0.0,0.2,1.5,1.3,16476.0,204527.0,-2.0,2.0,6,0.0,0.2,0.2,0.08,1.72,1.59,0.03,0.03,0.01,0.05,0.05,0.29,0.26,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Baldock,SHU,DEF,5.4,2.3%,2.3,11.0,540.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,79.6,72.5,77.0,23.0,2.3,0.0,0.4,2.0,1.8,33351.0,191163.0,-1.0,1.0,6,0.0,0.2,0.2,1.1,1.63,1.3,0.03,0.03,0.18,0.22,0.22,0.27,0.22,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Lundstram,SHU,MID,5.2,4.0%,1.7,8.0,498.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,45.0,69.6,150.4,60.0,28.0,1.7,0.0,0.3,1.5,1.3,33058.0,546142.0,-3.0,3.0,6,0.0,1.31,0.55,0.34,2.19,1.43,0.23,0.1,0.06,0.29,0.16,0.39,0.26,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Basham,SHU,DEF,4.9,1.1%,2.0,11.0,472.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,107.6,37.0,46.0,19.0,2.0,0.0,0.4,2.2,1.8,17329.0,79363.0,-1.0,1.0,6,0.0,0.12,0.12,0.41,1.06,0.53,0.02,0.02,0.08,0.1,0.1,0.2,0.1,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Berge,SHU,MID,5.0,0.2%,3.3,15.0,464.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,75.0,99.0,84.5,74.0,25.8,3.3,0.0,0.7,3.0,2.5,7197.0,8393.0,0.0,0.0,6,0.0,0.94,0.18,0.24,1.37,1.05,0.18,0.03,0.05,0.23,0.08,0.27,0.2,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Egan,SHU,DEF,4.9,4.0%,1.3,2.0,371.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,54.2,2.9,14.0,7.2,1.3,0.0,0.3,0.4,0.4,27282.0,780646.0,-1.0,1.0,5,0.0,0.05,0.05,0.0,0.66,0.66,0.01,0.01,0.0,0.01,0.01,0.16,0.16,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
McBurnie,SHU,FWD,5.7,0.3%,2.7,11.0,342.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,48.8,68.1,123.0,24.0,2.7,0.0,0.5,1.9,1.8,8259.0,39192.0,-3.0,3.0,6,0.0,0.95,0.95,0.23,1.26,0.16,0.26,0.26,0.06,0.32,0.32,0.34,0.04,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
McGoldrick,SHU,FWD,5.3,0.7%,3.7,15.0,289.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,37.2,35.2,60.0,13.1,3.7,0.0,0.7,2.8,2.5,36612.0,64341.0,-2.0,2.0,6,1.0,0.24,0.24,0.44,1.63,0.95,0.07,0.07,0.14,0.21,0.21,0.5,0.29,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Osborn,SHU,MID,4.9,0.0%,1.3,7.0,269.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.6,66.9,41.0,14.5,1.3,0.0,0.3,1.4,1.8,592.0,1598.0,-1.0,1.0,4,0.0,0.19,0.19,0.61,0.97,0.76,0.06,0.06,0.2,0.27,0.27,0.33,0.26,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
